popularity
55
49
77
61
42
71
75
57
79
0
69
59
0
65
55
78
62
60
45
0
60
63
71
55
0
81
77
68
80
84
56
77
66
61
64
57
55
80
70
84
33
69
0
82
67
71
54
62
70
59
74
50
66
67
75
79
58
81
0
74
54
70
72
46
37
60
48
41
43
75
67
65
71
77
73
55
67
63
69
74
69
73
53
68
0
78
67
68
63
55
75
63
62
54
65
45
27
56
67
59
74
63
59
0
67
71
63
0
77
74
64
40
50
74
63
70
78
64
0
74
57
60
0
59
61
57
72
61
65
66
68
80
53
71
80
69
77
75
73
78
61
74
66
57
69
68
62
0
79
71
57
79
73
46
70
62
0
58
78
0
56
75
80
57
74
0
75
70
76
58
0
57
0
2
64
57
72
0
80
73
52
67
72
61
71
65
69
68
66
42
70
43
78
79
71
63
69
73
67
76
65
60
52
0
0
61
39
50
59
1
57
59
63
61
0
1
69
75
70
74
78
74
36
69
71
55
62
42
59
74
63
70
67
69
55
41
72
81
68
79
68
65
1
4
72
76
0
75
59
65
76
64
62
66
79
54
64
63
67
52
57
69
66
61
63
63
62
0
76
86
57
66
76
62
0
58
72
47
70
64
56
61
78
67
84
65
51
74
80
45
57
49
61
69
58
69
66
89
0
60
71
69
66
82
59
81
50
42
43
57
50
77
73
46
66
67
64
64
72
76
57
64
57
0
0
63
49
69
53
67
40
61
59
74
61
75
76
73
58
68
55
1
67
68
64
46
53
52
75
75
0
76
78
69
61
65
63
77
64
68
80
77
58
59
81
67
71
77
78
74
73
66
35
69
59
61
80
75
39
67
72
57
0
62
66
64
75
73
69
57
54
66
70
62
64
71
77
77
72
65
79
73
1
0
79
73
57
68
0
1
63
85
71
50
71
0
78
66
70
68
80
73
71
55
47
1
66
74
65
65
81
40
59
57
70
77
76
63
62
78
66
77
82
62
68
65
83
1
68
67
63
79
56
60
63
66
76
67
64
0
55
56
64
77
76
58
73
80
61
72
62
0
64
67
39
52
64
63
62
0
1
62
76
67
56
80
53
71
68
57
46
75
57
66
57
80
51
69
39
58
82
0
78
56
66
83
79
50
81
69
64
69
84
53
46
59
60
71
71
73
74
61
0
51
67
69
59
66
60
0
0
0
81
78
57
57
54
66
47
53
68
66
52
42
76
79
73
0
57
86
63
54
0
79
62
0
75
69
55
71
53
73
65
62
59
76
77
63
55
64
71
75
52
68
69
61
57
33
84
68
69
60
77
21
46
74
52
77
73
67
36
59
60
77
76
72
59
70
68
56
68
1
54
68
77
73
75
48
48
62
78
71
72
57
72
69
66
76
63
60
55
63
48
58
76
68
68
56
45
3
75
0
74
76
79
77
67
71
80
63
70
53
52
51
71
68
78
54
61
72
76
49
65
79
0
78
71
68
70
59
80
79
32
68
6
2
80
67
38
78
53
76
4
71
59
63
77
68
73
68
77
73
48
59
73
74
69
69
53
53
64
63
58
78
67
72
61
58
49
78
64
78
70
64
61
85
58
67
64
48
73
67
49
61
62
78
76
71
36
73
72
55
42
70
69
72
51
68
0
58
42
49
2
0
50
66
67
56
58
58
85
56
70
69
1
62
63
83
70
56
78
67
48
83
46
74
76
57
47
64
78
52
67
65
72
75
59
0
1
65
52
82
59
68
0
82
71
77
57
77
79
73
54
74
68
63
68
72
65
77
71
80
79
0
74
68
68
67
1
57
0
60
70
61
67
52
56
72
71
72
0
84
53
77
65
80
63
80
61
69
65
79
73
64
72
67
61
59
72
64
69
53
60
58
78
69
0
0
71
79
48
64
76
59
64
52
66
58
65
80
71
62
0
64
78
76
51
68
67
57
74
69
63
76
49
63
73
74
38
65
65
62
79
79
57
61
74
64
46
70
55
65
0
78
62
56
65
61
58
60
72
52
74
70
78
65
76
0
78
61
72
63
54
63
57
75
59
58
79
0
76
86
82
64
51
0
75
62
48
62
59
68
80
81
78
58
61
69
58
82
73
77
73
34
0
53
1
0
0
57
61
70
69
62
69
73
0
63
61
70
0
56
68
65
55
80
74
66
56
52
75
70
70
72
58
55
80
45
61
80
67
81
73
63
65
47
56
57
78
0
47
56
64
69
73
58
76
61
84
71
71
68
54
47
49
1
3
55
77
79
56
63
64
66
69
76
35
83
65
64
57
68
74
47
24
68
71
75
68
76
67
62
64
76
0
70
79
71
0
62
60
62
69
1
61
73
57
0
72
85
77
73
76
68
72
70
73
77
0
49
74
49
68
65
74
69
68
61
76
69
71
75
76
76
59
2
79
73
67
65
81
0
59
75
57
73
67
1
56
64
54
64
81
64
73
56
57
64
76
59
43
74
83
73
62
78
73
85
65
77
53
71
0
71
45
80
68
68
61
50
61
77
71
47
71
77
62
47
68
69
69
77
76
72
58
59
70
55
76
59
82
46
59
74
74
72
79
53
68
73
69
79
1
70
26
56
49
68
62
59
26
68
57
88
63
0
74
66
82
73
50
68
63
69
68
74
70
68
82
57
66
76
74
54
74
65
74
85
74
57
73
80
54
76
58
61
75
64
78
63
64
65
73
37
70
74
51
73
70
80
50
64
0
49
69
77
49
73
72
55
69
45
0
83
60
53
72
2
82
42
84
78
66
69
83
73
77
77
80
83
63
66
50
69
60
59
72
57
60
64
28
76
64
0
73
64
2
67
72
1
60
75
80
53
58
73
66
56
75
0
77
51
67
58
73
1
0
56
1
54
57
70
0
53
77
0
62
54
77
57
74
74
39
47
66
59
77
82
65
75
69
81
73
56
56
61
61
76
54
77
66
79
48
70
72
39
65
79
45
67
60
42
81
43
65
78
61
0
2
0
72
83
68
67
69
55
66
44
73
76
0
59
0
79
62
0
79
