popularity
65
0
80
72
72
49
79
48
79
68
76
65
0
79
72
0
67
67
72
72
74
57
84
70
70
21
80
81
78
66
75
67
72
83
79
84
82
79
50
62
72
63
55
60
73
79
80
80
62
46
62
78
61
63
1
73
58
77
65
60
61
52
72
68
74
62
70
80
0
71
61
56
46
64
58
70
0
75
60
75
0
27
67
56
51
74
59
67
0
59
73
68
75
71
63
54
55
0
59
65
74
0
55
11
78
57
54
75
74
77
57
3
54
63
59
66
68
67
56
16
79
66
71
65
60
74
0
49
48
73
71
73
61
80
61
64
68
66
75
60
58
66
57
60
63
50
69
54
70
56
75
69
0
0
55
51
78
63
68
79
62
87
60
0
17
77
79
82
72
53
67
66
74
47
57
50
73
0
78
64
58
67
74
59
64
35
66
70
65
67
60
65
46
45
62
69
82
61
0
60
68
83
69
74
75
65
73
75
0
67
77
68
7
64
58
59
80
74
73
0
1
74
66
43
74
54
75
55
65
68
63
67
75
63
66
63
71
78
69
57
68
54
68
82
77
61
81
76
54
70
3
82
72
63
71
57
1
51
70
69
0
77
72
