duration_ms,explicit,year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
225881,False,2019,0.415,0.775,5,-6.366,0,0.161,0.0658,0.00431,0.0843,0.536,127.898
304041,True,2017,0.92,0.675,1,-5.661,0,0.263,0.307,0.0,0.104,0.749,141.967
243386,False,2014,0.718,0.792,7,-3.519,1,0.105,0.0467,3.65e-06,0.0399,0.96,90.949
237506,True,2007,0.639,0.628,6,-7.578,0,0.0399,0.0381,0.0,0.386,0.43,90.482
195466,False,2011,0.578,0.857,4,-3.78,0,0.041,0.00548,0.00162,0.0948,0.188,126.979
210853,False,2010,0.546,0.916,8,-3.932,1,0.255,0.00144,4.34e-06,0.251,0.375,129.983
142273,True,2018,0.963,0.346,5,-9.309,0,0.53,0.0355,0.0,0.108,0.562,119.957
229184,False,2019,0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015
163216,False,2017,0.752,0.764,1,-4.399,1,0.038,0.0476,9.44e-05,0.0543,0.582,121.958
216026,False,2009,0.545,0.953,7,-5.172,1,0.0441,0.000941,0.117,0.281,0.558,140.002
200185,False,2018,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284
232213,True,2010,0.648,0.89,0,-3.982,0,0.0523,0.0294,3.58e-06,0.116,0.321,125.953
248546,False,2003,0.581,0.747,7,-6.682,1,0.0283,0.0365,1.69e-06,0.193,0.514,146.301
223266,False,2011,0.612,0.748,0,-5.014,1,0.0445,0.617,0.0,0.167,0.574,120.052
235893,False,2003,0.331,0.943,4,-3.188,0,0.0698,0.00721,2.06e-06,0.242,0.296,94.612
210573,False,2016,0.689,0.791,0,-5.194,0,0.053,0.023,0.0,0.0526,0.755,95.04
150400,False,2014,0.832,0.815,0,-8.035,0,0.081,0.00304,0.00553,0.263,0.519,119.995
216408,True,2017,0.696,0.817,1,-3.862,1,0.109,0.075,0.0,0.187,0.782,98.064
218546,False,2000,0.418,0.249,3,-13.744,1,0.0301,0.841,0.661,0.112,0.213,82.803
306333,False,2000,0.822,0.922,11,-5.798,0,0.0989,0.0291,0.325,0.252,0.568,163.826
126446,True,2019,0.899,0.811,2,-6.294,1,0.258,0.000677,0.0,0.0672,0.587,105.038
197360,False,2000,0.573,0.665,8,-5.081,1,0.0239,0.108,2.09e-06,0.095,0.347,105.006
236600,True,2005,0.552,0.846,9,-4.912,1,0.342,0.0114,0.0,0.309,0.554,98.56
199026,False,2010,0.762,0.748,0,-4.15,0,0.033,0.0266,0.0,0.348,0.851,110.009
283626,False,2002,0.853,0.811,6,-4.927,0,0.0646,0.0439,0.000307,0.0703,0.9,114.964
206373,False,2012,0.512,0.828,11,-4.672,0,0.0454,0.00627,8.73e-06,0.119,0.34,124.021
192190,False,2015,0.688,0.702,7,-4.792,0,0.0499,0.0215,0.0,0.128,0.74,94.006
237200,False,2008,0.851,0.806,4,-4.62,1,0.0787,0.118,1.64e-06,0.121,0.787,118.999
288360,False,2006,0.707,0.923,7,-3.409,1,0.0276,0.0195,0.0,0.342,0.845,108.023
265706,True,2002,0.567,0.58,4,-5.757,0,0.223,0.0084,5.37e-06,0.0342,0.46,157.596
218400,False,2008,0.756,0.612,5,-4.371,1,0.0317,0.0659,0.0,0.274,0.452,111.572
259720,False,2008,0.573,0.712,0,-5.976,1,0.0732,0.0572,0.0,0.167,0.346,140.012
220780,False,2017,0.64,0.533,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968
252706,False,2008,0.635,0.854,10,-5.02,0,0.0612,0.00579,0.0083,0.0623,0.59,100.851
175093,False,2008,0.667,0.954,2,-3.462,1,0.0817,0.0296,0.0,0.331,0.807,114.03
204746,True,2018,0.667,0.741,1,-4.099,1,0.0378,0.0425,0.0,0.0761,0.422,149.908
233400,True,2005,0.672,0.814,7,-3.768,1,0.27,0.258,0.0,0.164,0.379,97.043
218173,False,2003,0.785,0.933,6,-4.629,0,0.0309,0.0303,0.0,0.137,0.962,125.011
138842,False,2014,0.776,0.574,5,-9.882,0,0.0317,0.466,7.83e-05,0.131,0.412,121.03
239835,True,2018,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903
303813,True,2011,0.676,0.695,0,-8.327,1,0.245,0.352,0.0,0.119,0.144,90.268
199853,True,2004,0.926,0.916,10,-2.221,0,0.0929,0.35,6.17e-06,0.0234,0.904,110.007
231213,False,2001,0.872,0.868,10,-3.036,0,0.12,0.153,2.26e-05,0.843,0.822,105.005
181812,True,2017,0.791,0.582,11,-7.323,0,0.286,0.0114,0.0,0.35,0.443,162.991
235800,True,2004,0.629,0.532,5,-7.88,0,0.0352,0.331,0.0,0.238,0.619,90.098
234116,False,2013,0.527,0.933,6,-6.277,0,0.0382,0.00112,0.0362,0.425,0.493,144.043
221933,False,2007,0.736,0.74,0,-2.18,1,0.0786,0.515,0.0,0.0468,0.803,140.141
295933,False,2006,0.67,0.8,3,-6.731,1,0.0652,0.00184,0.000356,0.466,0.656,123.802
231546,True,2017,0.534,0.583,2,-8.672,1,0.0288,0.0262,0.0,0.421,0.145,105.997
235493,False,2010,0.789,0.716,11,-4.241,0,0.0432,0.129,1.07e-05,0.069,0.611,125.906
247426,True,2004,0.783,0.916,1,-3.344,1,0.415,0.11,0.0,0.0746,0.695,95.321
245240,False,2002,0.602,0.34,10,-9.867,1,0.0375,0.618,0.0,0.234,0.511,109.598
223962,True,2017,0.929,0.723,11,-5.792,0,0.109,0.0672,0.0,0.346,0.458,125.022
210693,False,2001,0.624,0.85,0,-4.754,0,0.0756,0.00234,0.0,0.0621,0.615,98.525
207333,True,2011,0.715,0.655,0,-6.425,1,0.137,0.0525,0.0,0.115,0.531,95.078
301714,False,2019,0.786,0.808,7,-3.702,1,0.0882,0.0846,0.000289,0.0822,0.609,105.027
321040,False,2000,0.425,0.852,11,-5.607,1,0.046,0.0175,0.306,0.0935,0.512,101.968
194680,False,2018,0.631,0.649,5,-5.892,0,0.0385,0.0817,3.8e-06,0.0934,0.421,93.95
234026,True,2007,0.975,0.711,8,-3.904,1,0.0632,0.168,0.000552,0.0799,0.815,110.621
215200,False,2010,0.729,0.675,5,-5.292,0,0.0286,4.14e-05,0.00126,0.0867,0.74,125.036
257426,True,2000,0.743,0.894,8,-6.886,1,0.0349,0.0755,0.00283,0.367,0.77,95.9
182626,False,2003,0.881,0.774,1,-6.068,1,0.0439,0.00986,0.0346,0.206,0.759,112.968
241066,False,2005,0.129,0.358,10,-6.596,1,0.0314,0.631,0.0,0.0886,0.172,75.048
196520,False,2009,0.451,0.873,3,-4.711,0,0.19,0.171,0.0,0.327,0.589,119.918
211493,False,2009,0.526,0.882,9,-4.006,1,0.0509,0.0014,0.0,0.144,0.424,144.982
246960,False,2005,0.779,0.64,7,-8.415,1,0.159,0.000155,0.00077,0.101,0.498,99.019
238920,False,2006,0.677,0.671,7,-4.905,1,0.0361,0.004,5.07e-05,0.413,0.527,137.046
208120,True,2016,0.681,0.314,8,-9.319,1,0.0581,0.2,9.82e-06,0.1,0.166,139.992
237293,True,2011,0.415,0.934,6,-2.914,0,0.24,0.078,0.0,0.145,0.52,190.151
222040,False,2016,0.67,0.838,0,-4.031,1,0.0362,0.0605,0.000611,0.159,0.716,105.0
203440,False,2008,0.726,0.881,9,-3.892,0,0.0391,0.203,0.0,0.108,0.682,110.019
224493,False,2000,0.551,0.913,0,-4.063,0,0.0466,0.0263,1.35e-05,0.347,0.544,119.992
227080,False,2012,0.616,0.656,5,-7.298,1,0.0344,0.096,0.000879,0.205,0.286,150.071
219493,False,2012,0.727,0.937,11,-2.871,0,0.286,0.00417,0.0,0.091,0.749,132.067
336506,True,2004,0.6,0.641,1,-4.237,0,0.0423,0.0498,1.49e-06,0.0982,0.642,163.153
231480,False,2003,0.498,0.83,6,-5.157,0,0.0421,0.00461,0.0,0.139,0.453,89.342
253733,True,1999,0.706,0.888,2,-6.959,1,0.0654,0.119,9.64e-05,0.07,0.714,121.549
200480,False,2003,0.427,0.843,4,-4.54,1,0.0364,0.00216,0.0,0.179,0.304,147.387
200106,False,2013,0.652,0.877,1,-2.986,1,0.0465,0.0227,0.0,0.0789,0.486,118.491
239586,False,2005,0.437,0.589,4,-4.834,1,0.0331,0.231,0.0,0.0768,0.165,133.631
207186,False,2002,0.683,0.722,8,-4.039,0,0.0358,0.0243,4.2e-05,0.35,0.854,95.012
255600,False,2000,0.798,0.48,0,-5.564,1,0.0276,0.247,0.0,0.237,0.643,108.241
224253,True,2005,0.891,0.439,7,-7.994,0,0.428,0.0351,0.0,0.0932,0.622,77.499
432146,False,2002,0.786,0.853,9,-8.274,0,0.0688,0.0499,0.0872,0.35,0.309,126.99
240426,False,2006,0.731,0.563,2,-4.046,1,0.131,0.191,0.00042,0.296,0.452,184.009
263773,True,2010,0.76,0.595,1,-6.366,1,0.0391,0.00544,0.0,0.241,0.361,131.497
217800,True,2014,0.711,0.508,7,-7.299,1,0.0502,0.0355,0.0,0.141,0.663,98.098
237240,True,2018,0.745,0.346,1,-7.709,1,0.331,0.00552,0.0,0.0881,0.112,203.911
262240,False,2007,0.486,0.765,4,-4.23,0,0.128,0.0239,3.02e-05,0.11,0.386,141.933
170625,False,2014,0.614,0.972,5,-3.927,0,0.088,0.00125,0.0186,0.328,0.411,127.966
244453,False,2016,0.623,0.734,9,-5.948,1,0.107,0.0162,1.75e-06,0.145,0.37,107.853
193143,False,2019,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046
276773,False,2006,0.561,0.936,5,-5.409,1,0.0613,0.00185,0.0,0.102,0.594,103.055
219546,False,2012,0.716,0.821,5,-3.435,0,0.0314,0.0558,0.0,0.0844,0.618,92.997
249480,True,2003,0.712,0.772,10,-3.024,0,0.346,0.0521,4.35e-06,0.0368,0.848,84.722
262533,False,2005,0.64,0.743,10,-4.08,1,0.0379,0.269,0.0,0.101,0.361,122.035
205680,False,2015,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02
223000,False,2004,0.826,0.647,5,-6.306,0,0.0491,0.0277,1.52e-06,0.298,0.872,102.017
188960,False,2004,0.662,0.739,9,-5.354,0,0.0322,0.00206,0.0603,0.113,0.382,130.999
213593,True,2019,0.837,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.463,123.984
186826,False,2005,0.678,0.572,11,-7.033,0,0.0466,0.00374,6.59e-05,0.118,0.444,87.165
208133,False,2012,0.608,0.614,2,-3.727,1,0.0285,0.227,4.06e-06,0.157,0.402,127.884
268053,True,2010,0.693,0.891,1,-3.261,1,0.296,0.0281,0.0,0.143,0.532,91.1
248933,False,2002,0.611,0.654,10,-4.823,0,0.139,0.372,0.00432,0.0926,0.609,105.922
281106,False,2011,0.786,0.709,9,-5.737,0,0.0395,0.0192,0.00118,0.0845,0.285,122.019
230733,True,2012,0.457,0.823,9,-4.76,1,0.311,0.00144,0.0,0.108,0.578,192.205
279506,False,2013,0.797,0.608,6,-6.096,0,0.0584,0.00112,7.66e-05,0.0748,0.402,127.999
255373,False,1999,0.458,0.795,0,-3.265,1,0.0574,0.00316,0.000202,0.0756,0.513,123.229
352173,False,1999,0.522,0.803,1,-5.825,1,0.0327,0.00117,0.00167,0.31,0.0783,135.205
326240,False,2001,0.653,0.837,6,-6.818,0,0.124,0.534,7.12e-05,0.0784,0.64,97.914
212893,False,2005,0.74,0.783,0,-5.367,1,0.0427,0.0297,0.000308,0.123,0.812,100.011
238626,False,2008,0.707,0.813,11,-4.515,0,0.0571,0.0863,0.0,0.168,0.722,124.921
169866,False,2014,0.659,0.911,4,-2.28,1,0.0786,0.154,0.000304,0.191,0.576,91.999
221133,False,2001,0.73,0.602,6,-3.782,0,0.206,0.362,3.69e-06,0.169,0.927,97.954
219146,True,2016,0.774,0.753,4,-5.446,0,0.0517,0.152,0.0,0.0371,0.896,119.002
235946,False,2016,0.677,0.604,7,-5.32,1,0.0385,0.0612,0.0,0.353,0.297,134.052
184560,False,2018,0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905
177600,False,2018,0.546,0.822,7,-4.483,1,0.151,0.0145,0.0,0.742,0.615,150.06
223973,True,2015,0.589,0.658,11,-5.288,0,0.203,0.0242,0.0,0.118,0.251,77.521
296146,True,2011,0.413,0.807,11,-3.499,0,0.318,0.0536,0.0,0.631,0.438,149.33
243306,True,2003,0.691,0.541,1,-5.873,1,0.0776,0.508,0.0,0.0753,0.319,127.683
200786,False,2015,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945
196373,True,2018,0.553,0.586,11,-6.319,1,0.0362,0.697,0.0,0.0813,0.443,126.684
203093,False,2010,0.605,0.795,11,-6.086,0,0.0712,0.00153,0.0,0.207,0.263,139.896
276560,True,2011,0.692,0.736,1,-5.109,1,0.11,0.0324,0.0,0.0787,0.217,73.987
247426,False,2013,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08
259102,False,2011,0.825,0.435,1,-9.582,1,0.0568,0.452,0.609,0.0953,0.243,119.038
201240,False,2017,0.672,0.655,10,-5.021,0,0.0311,0.0362,0.0,0.117,0.556,134.945
220853,False,2006,0.693,0.516,8,-6.446,1,0.0413,0.297,0.000127,0.0604,0.494,94.02
208386,False,2003,0.85,0.862,2,-3.587,1,0.138,0.0733,0.00144,0.0936,0.908,130.036
233933,False,2000,0.545,0.865,11,-5.708,0,0.0286,0.00664,1.1e-05,0.168,0.543,99.009
221160,True,2000,0.879,0.681,10,-8.951,0,0.24,0.017,0.0,0.0669,0.817,99.974
245866,False,2014,0.729,0.675,8,-6.003,1,0.0312,0.175,1.58e-06,0.55,0.779,119.968
219920,True,2005,0.899,0.365,9,-5.461,0,0.105,0.0508,0.0,0.097,0.749,100.01
229670,True,2018,0.645,0.705,1,-5.008,1,0.299,0.000813,0.0,0.128,0.376,137.133
257360,False,1999,0.348,0.532,10,-5.882,1,0.0331,0.592,0.0,0.106,0.148,129.297
224253,True,2005,0.891,0.439,7,-7.994,0,0.428,0.0351,0.0,0.0932,0.622,77.499
322226,True,2004,0.686,0.735,2,-4.616,1,0.264,0.00921,0.00066,0.342,0.0596,171.355
237053,False,2006,0.701,0.724,0,-5.751,0,0.145,0.267,0.0,0.0867,0.425,132.035
192213,False,2006,0.803,0.454,8,-4.802,0,0.0294,0.352,0.0,0.0655,0.739,99.99
258560,False,2000,0.708,0.772,7,-4.264,1,0.0322,0.0267,0.0,0.467,0.861,103.035
253813,False,2007,0.644,0.549,1,-5.415,0,0.0285,0.0209,8.85e-06,0.134,0.167,90.04
269493,False,2010,0.781,0.745,4,-5.81,0,0.0332,0.198,1.14e-05,0.36,0.326,129.998
222400,False,2003,0.6,0.736,7,-6.228,1,0.0329,0.325,0.0,0.137,0.848,158.108
236906,False,2000,0.772,0.688,1,-4.715,0,0.0405,0.0548,9.79e-05,0.0725,0.348,98.0
197640,False,2017,0.538,0.804,8,-5.194,1,0.0358,0.0041,0.0,0.33,0.507,144.992
196160,False,2001,0.794,0.832,1,-4.862,0,0.0407,0.237,1.14e-05,0.203,0.871,107.657
250746,True,2003,0.866,0.749,2,-3.977,1,0.253,0.15,0.0,0.0614,0.891,92.074
187133,False,2010,0.826,0.612,1,-3.891,1,0.0982,0.00681,0.0,0.0889,0.756,120.057
227866,False,2003,0.7,0.72,1,-6.061,1,0.0261,0.285,0.0,0.0845,0.654,106.986
172240,False,2002,0.718,0.69,10,-4.382,0,0.265,0.106,0.0,0.271,0.774,93.401
242407,True,2017,0.865,0.687,10,-3.744,0,0.217,0.242,0.0,0.158,0.486,139.023
206080,False,2011,0.671,0.808,2,-4.861,0,0.0652,0.02,0.0,0.134,0.637,121.956
261320,False,2007,0.764,0.487,0,-6.734,1,0.0281,0.25,0.0,0.184,0.352,116.027
198293,True,2015,0.765,0.356,11,-5.556,0,0.195,0.223,0.0,0.0963,0.189,96.991
224258,False,2015,0.854,0.766,9,-4.697,0,0.141,0.0242,0.0,0.0793,0.784,118.004
205879,True,2015,0.852,0.553,1,-7.286,1,0.187,0.0559,0.0,0.332,0.656,142.079
256346,False,2004,0.8,0.496,7,-7.135,1,0.0506,0.000298,0.0,0.0697,0.357,128.29
239266,True,2002,0.723,0.84,1,-3.523,0,0.0608,0.0619,0.0,0.0945,0.827,94.332
207613,False,2005,0.715,0.812,1,-5.758,1,0.062,0.175,0.000134,0.044,0.554,128.04
227266,False,2014,0.646,0.823,2,-4.123,0,0.0394,0.213,0.0,0.322,0.418,128.035
218093,False,2005,0.962,0.66,8,-5.096,1,0.061,0.0485,0.0,0.076,0.814,126.016
166560,True,2019,0.772,0.639,1,-7.119,1,0.467,0.15,0.0,0.0698,0.261,168.112
227853,False,2007,0.447,0.694,7,-4.637,0,0.382,0.0293,5.46e-06,0.167,0.509,175.868
206120,False,2012,0.722,0.958,4,-3.617,1,0.0912,0.00726,0.0,0.375,0.952,127.008
207613,False,2010,0.639,0.862,10,-3.292,1,0.0341,0.049,6.81e-06,0.264,0.596,117.011
233478,False,2012,0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994
219240,False,2010,0.666,0.968,10,-3.196,1,0.046,0.123,0.0,0.347,0.834,135.099
229466,False,2012,0.571,0.873,0,-3.382,0,0.1,0.0811,0.0,0.361,0.613,139.691
274800,False,1999,0.41,0.539,0,-8.412,1,0.0302,0.00425,0.00089,0.117,0.141,138.852
223680,False,2006,0.535,0.823,6,-5.338,0,0.0431,0.0113,3.88e-06,0.146,0.685,83.001
216933,False,2002,0.451,0.97,0,-4.938,1,0.107,0.0264,0.00355,0.102,0.198,122.444
219986,False,2010,0.551,0.893,7,-2.628,1,0.0543,0.00166,0.0,0.348,0.794,125.083
245293,False,2003,0.655,0.433,5,-7.577,0,0.0348,0.444,0.0,0.221,0.199,130.127
202266,False,2011,0.843,0.881,9,-3.951,1,0.0581,0.14,0.0,0.0765,0.876,110.621
222186,False,2012,0.779,0.963,2,-2.125,0,0.0399,0.0334,0.493,0.664,0.759,127.941
177826,True,2008,0.55,0.917,0,-3.159,1,0.0638,0.00428,0.0,0.197,0.601,126.115
212640,False,2015,0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003
250706,False,2001,0.667,0.773,5,-4.983,0,0.0586,0.201,0.0,0.404,0.667,89.976
175893,False,2000,0.852,0.75,8,-5.153,1,0.168,0.434,0.0,0.265,0.934,72.016
230133,True,2001,0.908,0.557,8,-4.243,0,0.107,0.242,0.0,0.0709,0.897,90.032
208600,False,2001,0.558,0.719,2,-5.113,1,0.0267,0.0367,0.0,0.115,0.371,112.027
244053,False,2000,0.721,0.836,8,-3.972,0,0.206,0.112,0.0,0.235,0.508,126.279
229826,False,2004,0.561,0.452,9,-7.324,0,0.0336,0.409,0.0,0.106,0.316,77.984
235133,False,2000,0.659,0.812,4,-7.499,0,0.0487,0.23,0.0,0.0951,0.888,83.014
186112,False,2017,0.708,0.618,2,-4.424,1,0.0592,0.0204,6.81e-06,0.062,0.265,123.013
207746,True,2015,0.712,0.564,8,-6.527,1,0.047,0.0266,0.0,0.0874,0.411,95.95
302826,True,2001,0.607,0.637,1,-11.072,1,0.241,0.0191,0.0,0.124,0.818,137.03
211120,True,2001,0.797,0.75,0,-9.369,1,0.247,0.533,0.108,0.095,0.74,177.87
273826,False,2008,0.648,0.516,10,-8.869,0,0.049,0.00179,0.0,0.0772,0.0756,89.828
237760,False,2007,0.357,0.774,2,-4.226,1,0.034,0.0376,0.0,0.348,0.348,164.054
229173,False,2001,0.721,0.79,1,-4.125,1,0.124,0.183,0.0,0.1,0.821,103.141
236866,False,2000,0.313,0.831,1,-3.894,1,0.0404,0.000127,0.000341,0.24,0.332,152.034
162582,False,2019,0.599,0.733,11,-7.058,1,0.203,0.176,0.0,0.242,0.534,102.211
202213,False,2015,0.658,0.741,7,-2.86,0,0.0536,0.141,0.0,0.189,0.789,98.024
283454,True,2004,0.9,0.515,1,-6.626,1,0.372,0.00341,0.0,0.111,0.659,84.995
199453,False,2016,0.376,0.822,0,-3.974,1,0.104,0.0783,0.0,0.0841,0.327,120.493
256613,False,2009,0.23,0.492,8,-5.767,1,0.0317,0.568,8.18e-06,0.176,0.262,160.139
246720,False,2000,0.751,0.568,5,-5.431,0,0.0872,0.136,0.0,0.0288,0.646,128.002
254493,False,2002,0.412,0.77,11,-6.057,0,0.18,0.462,1.5e-06,0.0485,0.418,101.955
237693,False,2003,0.586,0.705,1,-4.904,0,0.0287,0.0485,0.0,0.15,0.459,98.014
176658,False,2014,0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983
241960,False,2008,0.529,0.934,0,-4.808,1,0.0602,0.00153,5.16e-06,0.118,0.282,127.962
215253,True,2011,0.716,0.972,7,-2.302,1,0.196,0.0145,3.22e-05,0.317,0.576,110.026
316733,False,1999,0.459,0.83,2,-6.254,1,0.0364,5.15e-05,0.00014,0.206,0.431,155.827
157492,False,2019,0.505,0.428,5,-5.604,1,0.221,0.489,0.0,0.0977,0.618,175.813
253573,True,2007,0.607,0.599,11,-6.886,1,0.0995,0.33,0.0,0.199,0.562,86.491
171333,False,2012,0.717,0.55,10,-6.019,0,0.0519,0.0358,0.00198,0.126,0.331,96.979
404106,True,2000,0.78,0.768,6,-4.325,0,0.238,0.0371,2.34e-06,0.518,0.507,80.063
216706,False,2004,0.751,0.731,6,-4.419,0,0.0308,0.0838,0.0,0.0556,0.973,97.007
228140,False,1999,0.808,0.982,3,-6.588,0,0.0311,0.0585,0.00689,0.35,0.961,124.999
269186,False,2016,0.773,0.819,0,-5.946,0,0.118,0.428,0.0,0.0679,0.585,92.987
350120,True,2012,0.487,0.729,2,-6.815,1,0.271,0.0538,4.07e-06,0.44,0.217,91.048
208066,False,2008,0.694,0.825,1,-5.986,1,0.111,0.0895,1.86e-05,0.0618,0.788,121.949
243836,True,2016,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049
202149,False,2015,0.683,0.91,10,-1.231,1,0.0515,0.0553,4.78e-06,0.336,0.674,124.977
313546,True,2016,0.722,0.331,8,-7.789,1,0.0726,0.337,0.282,0.146,0.102,143.961
241293,True,2006,0.403,0.422,7,-13.964,0,0.0373,0.134,2.05e-05,0.0861,0.378,122.728
241920,False,2009,0.613,0.634,2,-3.472,1,0.0339,0.0178,0.0,0.0639,0.37,144.953
214773,False,2003,0.656,0.615,11,-6.359,0,0.137,0.0769,0.000415,0.0706,0.592,175.943
237800,True,2002,0.66,0.536,10,-8.786,0,0.29,0.233,0.00669,0.111,0.775,159.963
252534,False,2015,0.262,0.606,8,-6.646,1,0.0484,0.247,0.0,0.125,0.275,189.857
303333,False,2001,0.652,0.41,4,-8.323,0,0.158,0.333,0.0,0.064,0.495,75.09
320546,False,2011,0.583,0.768,9,-6.477,1,0.041,0.000323,0.0162,0.109,0.357,127.952
220973,False,2001,0.643,0.981,7,-6.644,0,0.0439,0.0271,8.93e-05,0.11,0.38,140.01
241874,False,2016,0.841,0.639,9,-6.052,0,0.0688,0.0156,0.0654,0.0545,0.675,99.002
207186,False,2006,0.452,0.574,6,-8.336,1,0.31,0.246,0.0,0.189,0.58,92.791
228000,True,2002,0.778,0.761,2,-5.529,1,0.0525,0.141,4.61e-05,0.0441,0.923,107.288
224293,False,2014,0.69,0.845,9,-4.676,1,0.0339,0.0193,0.0,0.101,0.638,114.948
174960,True,2019,0.58,0.653,5,-3.818,1,0.0745,0.447,0.0,0.111,0.175,150.231
296693,False,2000,0.725,0.487,8,-5.959,0,0.0368,0.26,1.09e-05,0.431,0.599,136.086
242560,False,2000,0.839,0.641,10,-5.669,0,0.0858,0.0324,4.56e-06,0.0602,0.927,97.004
175426,False,2012,0.72,0.791,1,-4.689,1,0.124,0.0384,0.0,0.157,0.756,102.071
203686,True,2016,0.588,0.702,11,-4.271,1,0.0496,0.104,0.0,0.089,0.429,124.909
273360,False,2002,0.765,0.666,7,-5.384,1,0.172,0.102,0.0,0.116,0.756,87.002
198567,False,2007,0.537,0.937,0,-4.543,1,0.0523,0.00102,0.035,0.0917,0.324,124.938
135090,True,2018,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009
200080,True,2015,0.891,0.486,6,-7.803,1,0.159,0.0158,3.78e-06,0.0925,0.239,125.01
211160,False,2000,0.751,0.834,1,-5.444,0,0.0437,0.3,1.77e-05,0.355,0.894,95.053
209466,True,2013,0.726,0.795,9,-4.653,1,0.029,0.136,0.0,0.698,0.952,115.995
201493,False,2010,0.722,0.761,11,-4.459,0,0.0475,0.0117,0.0,0.315,0.624,128.044
284866,False,2011,0.73,0.777,3,-5.194,0,0.0496,0.105,0.000478,0.0691,0.575,130.0
230253,False,2012,0.585,0.972,9,-4.45,0,0.0534,0.0143,0.0,0.0707,0.585,110.006
281466,False,1999,0.581,0.607,4,-8.458,1,0.028,0.189,1.6e-06,0.0882,0.213,102.03
221946,False,2011,0.562,0.939,0,-4.282,1,0.0475,0.046,0.0,0.112,0.684,116.044
215306,False,2006,0.511,0.815,7,-3.14,1,0.144,0.0491,0.0,0.0826,0.586,154.514
161746,False,2019,0.716,0.823,5,-5.313,0,0.0495,0.132,0.0,0.361,0.91,151.957
292706,False,2009,0.652,0.605,8,-7.371,1,0.0393,0.00481,0.0,0.0605,0.394,126.091
211520,False,2007,0.517,0.906,1,-3.677,1,0.0735,0.00272,9.26e-06,0.113,0.731,172.977
207038,False,2019,0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016
195973,False,2012,0.765,0.837,1,-3.113,0,0.032,0.00107,1.06e-05,0.0801,0.721,122.028
237792,False,2015,0.783,0.467,6,-9.474,1,0.0503,0.729,0.809,0.109,0.236,90.838
204280,False,2014,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654
232800,False,2003,0.472,0.671,4,-4.649,1,0.029,0.0129,0.0,0.159,0.0681,82.952
190677,False,2017,0.763,0.598,11,-6.865,1,0.0539,0.0714,0.0,0.112,0.182,140.987
257720,False,2011,0.576,0.835,2,-6.826,1,0.0486,0.337,0.0,0.082,0.476,150.017
208316,False,2012,0.509,0.79,6,-3.782,0,0.0374,0.332,6.67e-05,0.316,0.638,127.946
264893,False,2001,0.76,0.801,5,-3.769,1,0.0534,0.0144,1.49e-05,0.665,0.653,109.919
249760,False,2006,0.447,0.568,2,-4.975,1,0.0305,0.295,3.26e-06,0.355,0.149,90.933
235613,True,2012,0.781,0.526,6,-6.985,0,0.293,0.0619,0.0,0.0457,0.662,94.992
287906,False,2008,0.837,0.954,8,-3.512,0,0.0414,0.0933,0.000405,0.143,0.972,127.019
199480,False,2011,0.471,0.514,1,-5.599,1,0.0315,0.584,0.0,0.103,0.373,117.338
320893,True,2008,0.673,0.766,11,-5.018,1,0.349,0.0724,0.0,0.0563,0.382,148.113
234506,False,2012,0.695,0.869,8,-5.066,1,0.0483,0.41,0.0,0.237,0.58,124.989
198600,False,2001,0.682,0.894,0,-1.73,0,0.0727,0.0381,0.0,0.416,0.845,95.992
221226,False,2001,0.786,0.842,4,-5.115,0,0.0707,0.00305,3.54e-06,0.473,0.685,97.577
210680,False,2017,0.458,0.905,0,-4.157,1,0.0451,0.000431,0.0,0.378,0.553,176.667
281240,True,2002,0.714,0.862,6,-5.531,1,0.286,0.0305,0.0,0.0884,0.887,92.849
259934,False,2014,0.814,0.622,8,-7.573,1,0.0492,0.000132,0.72,0.0658,0.726,119.976
283733,True,2011,0.594,0.946,3,-4.521,1,0.452,0.0869,0.0,0.306,0.397,155.826
303076,True,2018,0.904,0.518,2,-5.32,1,0.183,0.0305,0.0,0.325,0.188,137.996
