duration_ms,explicit,year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
284200,True,2000,0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504
333680,False,2007,0.787,0.808,7,-5.454,1,0.0511,0.0143,0.257,0.0466,0.942,127.99
238426,True,2014,0.736,0.761,4,-5.449,0,0.0338,0.0966,0.0,0.0823,0.114,119.999
241933,False,2008,0.822,0.739,1,-4.541,0,0.0311,0.0264,4.26e-05,0.181,0.745,118.992
314720,False,2007,0.285,0.462,5,-6.166,0,0.0291,0.428,5.61e-06,0.122,0.0923,142.365
282306,False,2003,0.571,0.968,5,-3.092,1,0.162,0.0649,3.07e-06,0.592,0.313,154.07
254266,True,2004,0.68,0.844,6,-1.729,1,0.299,0.23,0.0,0.0305,0.895,172.302
227833,False,2014,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97
242000,False,2015,0.38,0.725,2,-6.094,1,0.0365,0.00571,0.00015,0.3,0.202,130.581
192573,True,2008,0.791,0.713,5,-3.742,0,0.254,0.0163,0.0,0.189,0.514,130.012
206186,True,2019,0.746,0.787,4,-6.373,1,0.12,0.214,0.0,0.0669,0.607,95.005
215720,False,2013,0.576,0.726,11,-4.625,1,0.035,0.255,0.0,0.108,0.582,136.802
211253,False,2010,0.664,0.845,4,-6.115,0,0.0461,0.181,0.0,0.267,0.357,96.005
232533,False,2005,0.656,0.291,2,-10.572,1,0.0293,0.872,0.0,0.114,0.298,103.971
224030,False,2017,0.576,0.782,6,-4.825,0,0.0296,0.00778,0.0,0.285,0.355,141.153
221176,False,2018,0.742,0.882,7,-2.862,1,0.117,0.0466,0.0,0.206,0.463,102.04
187957,False,2017,0.532,0.868,3,-4.23,0,0.0908,0.011,0.0,0.0584,0.529,110.127
206666,False,2017,0.736,0.719,8,-3.839,1,0.0357,0.256,0.0,0.0909,0.656,90.013
227073,False,2015,0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008
172723,False,2014,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84.094
213427,False,2015,0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86e-06,0.269,0.276,145.992
210066,False,2004,0.564,0.6,7,-6.814,0,0.0305,0.183,2.19e-06,0.38,0.442,78.955
242746,False,2005,0.656,0.513,5,-8.691,1,0.253,0.156,6.45e-05,0.0763,0.464,86.891
255413,True,2007,0.444,0.708,4,-5.926,0,0.126,0.0419,0.0,0.0775,0.26,105.412
227741,False,2010,0.719,0.798,10,-4.582,1,0.0361,0.0162,2.34e-06,0.134,0.591,120.011
182333,False,2012,0.524,0.972,4,-1.569,0,0.0431,0.00656,0.00058,0.224,0.476,175.017
240000,True,2016,0.895,0.681,7,-5.267,0,0.358,0.157,0.0,0.189,0.554,121.918
185013,False,2001,0.747,0.706,4,-4.653,1,0.0413,0.0844,0.00355,0.174,0.567,94.019
240400,False,2013,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053
219413,False,2007,0.698,0.844,1,-4.789,1,0.0544,0.00253,0.000426,0.124,0.896,105.828
191040,False,2000,0.644,0.874,0,-4.666,0,0.0801,0.0459,2.24e-06,0.0584,0.882,165.09
190348,True,2018,0.737,0.408,5,-7.941,1,0.104,0.802,0.0,0.171,0.374,127.921
195637,True,2019,0.792,0.743,7,-2.806,1,0.0851,0.107,0.0,0.183,0.742,150.024
233360,True,2004,0.828,0.792,10,-5.435,0,0.179,0.182,0.0,0.281,0.777,134.199
166605,True,2018,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023
227866,True,2000,0.8,0.922,4,-5.125,0,0.24,0.301,9.31e-06,0.0352,0.801,98.631
281560,False,2014,0.781,0.445,2,-6.061,1,0.0295,0.474,0.0,0.184,0.591,78.998
273973,False,2006,0.906,0.633,4,-5.316,1,0.19,0.000182,8.34e-06,0.058,0.779,84.021
231866,True,2005,0.684,0.819,1,-3.309,0,0.238,0.262,0.00197,0.113,0.25,179.999
253200,False,2002,0.686,0.698,5,-2.942,0,0.223,0.263,0.0,0.39,0.748,93.118
252986,True,2001,0.622,0.669,9,-8.419,1,0.329,0.0266,2.97e-06,0.152,0.57,93.839
204200,False,2009,0.616,0.596,4,-5.035,1,0.0289,0.654,0.0,0.218,0.58,137.077
199906,False,2011,0.584,0.889,1,-5.941,0,0.0343,0.0462,0.828,0.309,0.464,126.04
241853,False,2009,0.338,0.803,8,-5.412,0,0.0413,0.0187,0.0,0.136,0.4,151.994
162333,False,2002,0.836,0.762,7,-5.044,0,0.0598,0.0826,5.48e-05,0.102,0.941,133.592
194213,False,2006,0.686,0.789,8,-4.713,0,0.23,0.0125,0.0147,0.142,0.72,172.976
296880,True,2004,0.52,0.768,8,-3.489,0,0.359,0.0193,0.00034,0.104,0.398,79.178
217906,False,2015,0.757,0.884,10,-5.488,0,0.0404,0.00795,5.87e-05,0.0973,0.398,120.012
285426,False,1999,0.74,0.876,6,-6.87,0,0.0369,0.0173,0.00152,0.0785,0.825,127.002
171360,False,2004,0.597,0.837,10,-6.518,1,0.375,0.00427,0.00115,0.839,0.447,126.342
219720,False,2012,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019
269400,False,2002,0.513,0.82,7,-5.428,1,0.0299,0.00192,2.83e-06,0.504,0.52,99.952
227373,False,2014,0.616,0.789,7,-4.874,0,0.0377,0.053,0.0,0.142,0.621,83.066
265826,False,2004,0.805,0.754,10,-6.825,0,0.0394,0.0884,1.77e-06,0.117,0.88,128.429
214746,True,2015,0.586,0.613,5,-5.593,0,0.0386,0.00441,0.000183,0.0853,0.319,114.101
176117,False,2013,0.593,0.914,1,-5.351,1,0.0363,0.00137,0.445,0.0714,0.0381,128.015
256946,False,2006,0.705,0.806,9,-3.607,1,0.0309,0.0132,0.00428,0.0701,0.734,103.383
220106,False,2000,0.85,0.674,7,-7.981,0,0.0373,0.309,0.000645,0.0356,0.74,115.005
191000,False,2010,0.675,0.862,11,-4.614,1,0.0253,0.0165,0.000427,0.169,0.498,129.967
247066,True,2006,0.865,0.45,0,-9.387,1,0.0417,0.0359,1.28e-06,0.308,0.352,99.989
222066,False,2008,0.46,0.796,0,-4.501,0,0.0333,0.00107,0.0,0.106,0.182,100.011
244466,False,2019,0.583,0.643,9,-7.486,0,0.355,0.171,0.0,0.0395,0.7,195.685
196053,False,2007,0.712,0.911,5,-3.866,0,0.0445,0.689,8.02e-06,0.107,0.85,117.533
223773,False,2003,0.804,0.836,6,-6.635,0,0.089,0.32,0.0,0.213,0.85,120.046
231533,False,2005,0.179,0.912,4,-3.881,0,0.0791,0.0014,0.000294,0.582,0.289,182.99
187626,False,2010,0.672,0.907,8,-5.069,0,0.0721,0.0048,3.4e-05,0.156,0.746,128.027
262466,False,2007,0.638,0.656,5,-5.886,1,0.0357,0.188,0.0,0.146,0.225,104.036
271640,False,2016,0.704,0.634,11,-7.374,0,0.0428,0.393,3.17e-05,0.0952,0.411,113.927
200466,False,2011,0.686,0.783,4,-4.977,1,0.119,0.0764,0.0,0.163,0.814,99.978
221426,False,2003,0.568,0.867,11,-5.861,1,0.0365,0.00344,4.67e-05,0.328,0.88,163.944
286186,True,2005,0.833,0.628,2,-7.041,1,0.141,0.0949,1.6e-06,0.282,0.645,106.328
284666,False,2001,0.612,0.579,1,-6.417,0,0.0553,0.285,0.0,0.0556,0.716,86.31
166933,False,2013,0.801,0.985,7,-2.69,1,0.0645,0.0205,6.86e-06,0.296,0.722,127.99
299146,True,2005,0.893,0.74,11,-4.936,0,0.132,0.299,0.0,0.0881,0.963,101.025
231760,False,2000,0.491,0.593,0,-5.975,1,0.0255,0.098,0.0,0.257,0.328,144.142
198346,False,2000,0.779,0.834,7,-2.773,1,0.162,0.0343,0.0,0.0886,0.8,100.46
229080,False,2004,0.706,0.665,6,-5.348,0,0.0453,0.0128,0.0,0.338,0.639,89.993
280973,False,2000,0.699,0.618,7,-7.338,1,0.0594,0.0502,0.000925,0.0914,0.679,99.965
261026,False,2006,0.723,0.644,11,-6.863,0,0.222,0.00308,0.0,0.352,0.645,144.09
209440,False,2013,0.376,0.695,0,-4.782,0,0.0933,0.135,0.0,0.11,0.302,169.533
215226,False,2011,0.735,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.985
299960,True,2014,0.826,0.571,11,-4.871,1,0.064,0.0239,7.38e-06,0.207,0.666,153.972
250626,False,2012,0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184.086
212106,False,2018,0.468,0.627,6,-5.085,1,0.0476,0.0281,7.97e-06,0.11,0.159,179.642
201400,False,2005,0.84,0.476,0,-7.918,1,0.0629,0.0264,0.0,0.0865,0.767,139.987
212000,False,2017,0.763,0.72,9,-5.181,0,0.0691,0.00261,1.11e-05,0.114,0.592,116.01
221133,False,2001,0.73,0.602,6,-3.782,0,0.206,0.362,3.69e-06,0.169,0.927,97.954
231373,False,2010,0.648,0.942,10,-2.881,0,0.0878,0.021,0.0,0.0594,0.73,129.007
220883,False,2017,0.584,0.54,1,-7.786,0,0.0576,0.0895,0.0,0.261,0.195,137.972
218400,False,2008,0.756,0.612,5,-4.371,1,0.0317,0.0659,0.0,0.274,0.452,111.572
255053,True,2013,0.669,0.634,11,-6.476,1,0.0327,0.0125,0.0,0.0946,0.496,124.906
195920,False,2016,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024
206400,True,2005,0.802,0.785,9,-4.781,1,0.207,0.14,0.0,0.123,0.435,99.998
237693,False,2003,0.586,0.705,1,-4.904,0,0.0287,0.0485,0.0,0.15,0.459,98.014
250706,False,2013,0.439,0.489,8,-6.286,1,0.0368,0.132,0.000643,0.114,0.253,143.808
250533,True,2019,0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169
216200,False,2010,0.703,0.81,4,-4.874,0,0.0424,0.000315,0.0,0.216,0.726,102.978
183000,False,2019,0.795,0.496,0,-5.883,1,0.0722,0.108,0.0,0.0645,0.874,94.01
193733,False,2014,0.545,0.783,5,-4.261,0,0.0345,0.00489,0.0,0.132,0.551,174.084
218573,False,2005,0.951,0.6,0,-4.675,0,0.0685,0.106,0.0,0.0712,0.822,125.04
255631,False,2013,0.503,0.727,1,-5.456,1,0.167,0.0159,9.45e-05,0.0895,0.521,121.985
267093,True,2001,0.835,0.707,8,-5.074,1,0.0598,0.0219,2.19e-05,0.108,0.919,93.955
238746,True,2013,0.739,0.872,11,-4.059,0,0.333,0.0217,0.0,0.26,0.684,95.084
226533,False,2010,0.599,0.624,8,-3.631,1,0.0343,0.385,0.0,0.125,0.539,90.034
235382,False,2014,0.818,0.67,8,-4.451,0,0.0472,0.304,1.22e-06,0.0601,0.939,119.988
238840,False,2004,0.734,0.668,0,-3.935,0,0.0349,0.0526,0.0,0.0925,0.651,99.971
212413,False,2004,0.348,0.907,5,-3.66,0,0.0497,0.000516,0.0,0.161,0.177,185.406
213400,True,2017,0.8,0.585,10,-7.343,1,0.0924,0.264,0.0,0.153,0.779,126.058
250188,True,2013,0.781,0.853,1,-3.68,0,0.0715,0.0525,0.0,0.12,0.624,110.049
214440,True,2020,0.527,0.834,5,-5.767,0,0.0474,0.0411,0.00599,0.105,0.381,179.92
232000,False,2004,0.87,0.712,11,-6.313,0,0.0432,0.0202,0.000331,0.0576,0.877,121.057
202133,True,2006,0.348,0.875,11,-4.758,0,0.199,0.0341,0.0,0.117,0.407,169.152
199320,False,2003,0.447,0.636,5,-5.08,1,0.0278,0.254,9.25e-05,0.11,0.376,105.678
233866,False,2005,0.7,0.529,10,-6.816,0,0.0395,0.0422,0.0,0.101,0.386,143.555
221920,True,2009,0.672,0.62,8,-4.865,1,0.0422,0.123,0.0,0.362,0.627,78.005
262133,True,2001,0.708,0.587,11,-7.93,0,0.151,0.273,0.0,0.0718,0.554,83.46
234040,False,2013,0.577,0.576,2,-6.299,1,0.0563,0.0143,0.0,0.602,0.12,133.973
212439,False,2006,0.668,0.921,7,-3.727,1,0.0439,0.0492,0.00517,0.0877,0.782,120.0
220226,False,2008,0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0.0,0.0688,0.861,132.032
253746,False,2011,0.545,0.649,6,-4.062,1,0.0324,0.143,1.57e-05,0.0894,0.297,99.099
206480,False,2009,0.67,0.866,1,-3.684,1,0.0538,0.0115,0.0,0.358,0.636,140.029
211933,False,2014,0.646,0.794,7,-6.104,1,0.19,0.0885,6.16e-06,0.201,0.287,170.216
332300,True,2018,0.713,0.831,1,-4.75,0,0.15,0.0168,0.0,0.118,0.584,173.948
208306,False,2008,0.762,0.692,5,-3.973,0,0.0438,0.113,0.0,0.094,0.397,114.906
208853,False,2010,0.72,0.538,3,-5.85,0,0.141,0.301,3.03e-06,0.144,0.815,147.007
303920,False,2001,0.432,0.936,3,-4.537,0,0.0562,0.00691,0.0,0.14,0.499,157.469
205733,False,2009,0.674,0.882,3,-2.771,0,0.0477,0.000441,6.47e-05,0.068,0.682,123.016
237026,False,2004,0.277,0.663,4,-8.821,0,0.0377,0.000409,0.00051,0.136,0.527,104.561
186813,False,2012,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245
253306,True,2009,0.634,0.69,6,-7.804,1,0.052,0.0771,0.0,0.132,0.645,94.988
209120,False,2003,0.71,0.797,4,-3.006,0,0.0582,0.408,0.0,0.16,0.849,94.998
334666,False,2006,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655
262146,False,2011,0.751,0.736,5,-4.168,0,0.156,0.0206,0.0,0.265,0.352,130.014
243160,False,2000,0.622,0.608,10,-5.085,1,0.036,0.138,5.38e-06,0.273,0.607,89.661
246160,False,2001,0.707,0.869,5,-4.525,0,0.0481,0.104,0.000121,0.0813,0.621,99.825
181026,False,2019,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958
208106,False,2007,0.644,0.939,11,-3.486,0,0.0456,0.157,0.0,0.233,0.861,106.031
234893,True,2002,0.707,0.538,0,-5.264,1,0.505,0.362,0.0,0.317,0.439,121.732
207272,False,2016,0.367,0.915,9,-3.456,0,0.0488,0.0022,5.81e-05,0.0905,0.365,110.169
219106,False,2006,0.272,0.203,9,-9.706,1,0.0294,0.784,0.0,0.0805,0.172,109.581
190013,False,2011,0.493,0.849,7,-6.139,0,0.0576,0.000337,0.00672,0.355,0.483,127.999
198774,False,2016,0.647,0.932,11,-3.515,1,0.0824,0.00383,1.5e-06,0.0574,0.374,114.991
297786,True,2002,0.548,0.847,1,-3.237,1,0.186,0.0622,0.0,0.0816,0.1,171.447
300840,False,2013,0.581,0.0549,10,-20.514,0,0.0397,0.559,0.0,0.0718,0.234,152.037
452906,False,2000,0.61,0.82,3,-10.029,1,0.0312,0.000211,0.146,0.138,0.45,127.993
157202,False,2019,0.802,0.645,5,-6.181,0,0.0715,0.272,0.0,0.119,0.376,100.001
193058,False,2013,0.691,0.582,6,-7.444,1,0.0939,0.162,0.0,0.247,0.427,100.05
225983,False,2016,0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97
278987,False,2015,0.261,0.302,5,-8.19,0,0.0339,0.769,2.57e-06,0.0863,0.0883,81.418
192200,False,2011,0.668,0.718,1,-4.736,0,0.0605,0.0165,0.0,0.104,0.345,91.993
232120,False,2012,0.661,0.729,7,-6.561,1,0.0376,0.00215,0.0013,0.0477,0.668,103.987
189466,False,2018,0.704,0.611,2,-6.112,1,0.0409,0.217,0.0,0.0812,0.22,100.0
223111,False,2007,0.627,0.954,2,-4.804,1,0.0425,0.0015,0.000814,0.292,0.312,128.016
222360,True,2017,0.78,0.575,1,-5.628,0,0.139,0.106,0.0,0.129,0.273,81.502
284186,False,2008,0.622,0.882,9,-5.59,0,0.119,0.0912,0.0,0.216,0.762,77.506
190973,False,2007,0.654,0.884,9,-5.466,1,0.202,0.151,0.000268,0.379,0.851,124.072
238759,False,2011,0.617,0.728,7,-7.932,1,0.0292,0.0328,0.0482,0.36,0.808,139.066
235826,False,2016,0.695,0.672,1,-6.109,0,0.0345,0.014,7.95e-05,0.0756,0.245,104.988
266840,True,2015,0.856,0.527,2,-5.225,1,0.0997,0.392,0.0,0.11,0.386,98.052
206093,False,2002,0.783,0.649,7,-4.127,1,0.0322,0.0209,0.00482,0.067,0.665,103.997
209800,False,2007,0.767,0.881,9,-3.988,1,0.0301,0.00133,0.000139,0.0551,0.961,130.018
177506,False,2012,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.269,0.428,89.938
188693,False,2012,0.661,0.746,4,-5.153,1,0.042,0.109,0.0,0.325,0.502,144.188
324906,True,2006,0.88,0.438,0,-7.562,1,0.248,0.0147,0.0,0.0907,0.714,90.02
229360,False,2005,0.938,0.735,7,-6.382,1,0.0434,0.00952,0.0,0.0998,0.55,103.7
297520,True,2009,0.516,0.874,9,-2.571,1,0.186,0.0864,0.0,0.173,0.391,169.561
302840,False,2007,0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961
320357,False,2001,0.613,0.697,2,-8.618,1,0.133,0.0194,0.0,0.332,0.476,122.746
227773,True,2011,0.523,0.805,3,-5.473,1,0.192,0.0524,0.0,0.0914,0.602,125.358
282773,False,2003,0.835,0.68,1,-6.02,0,0.21,0.1,0.0,0.049,0.889,95.508
228346,False,2009,0.512,0.662,3,-6.797,1,0.0439,0.0275,0.0,0.118,0.472,180.114
188493,True,2007,0.84,0.571,10,-7.421,1,0.0797,0.16,0.0,0.406,0.617,116.59
198440,False,2008,0.871,0.701,5,-5.594,0,0.0458,0.257,7.52e-06,0.0589,0.716,126.975
214289,False,2018,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015
267866,True,2007,0.723,0.322,8,-9.702,1,0.0341,0.014,0.0,0.119,0.0406,90.063
188866,False,2009,0.865,0.69,7,-7.448,1,0.0443,0.285,0.0162,0.225,0.867,121.983
193653,False,2005,0.469,0.955,10,-4.253,1,0.0432,0.000343,1.35e-06,0.548,0.462,143.853
216880,False,2000,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143
204502,False,2017,0.869,0.485,6,-5.595,1,0.0545,0.246,0.0,0.0765,0.527,106.028
201053,False,2012,0.715,0.791,10,-6.63,1,0.0414,0.0368,0.0,0.0694,0.879,116.043
232573,False,2001,0.596,0.661,5,-6.239,0,0.226,0.31,0.0,0.0847,0.86,129.491
201586,True,2010,0.785,0.498,1,-6.977,1,0.0533,0.00248,1.23e-06,0.224,0.418,143.96
202066,False,2009,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021
202133,False,2008,0.671,0.701,6,-5.035,1,0.0288,0.0607,2.7e-06,0.163,0.585,131.977
271160,False,2005,0.867,0.504,4,-7.737,0,0.241,0.0358,0.0,0.307,0.84,82.996
393813,False,2005,0.745,0.714,7,-3.681,1,0.0751,0.0141,0.0222,0.363,0.365,104.003
260240,True,2014,0.964,0.605,9,-6.223,1,0.179,0.0668,7.78e-06,0.214,0.646,129.994
211853,False,2017,0.766,0.709,9,-6.471,0,0.123,0.204,1.41e-05,0.126,0.506,128.07
227840,False,2005,0.68,0.87,5,-4.461,1,0.0393,0.266,0.0,0.109,0.646,119.075
264706,True,2001,0.509,0.774,6,-4.054,1,0.0338,0.00189,0.000549,0.143,0.0824,116.529
245200,False,2016,0.735,0.451,0,-8.374,1,0.0585,0.0631,1.3e-05,0.325,0.0862,117.973
207476,False,2008,0.733,0.9,9,-4.758,1,0.0341,0.0085,0.0218,0.151,0.937,139.61
212266,False,1999,0.598,0.868,0,-4.552,1,0.0373,0.00908,0.0,0.279,0.47,99.848
203333,False,1999,0.829,0.915,8,-3.205,1,0.106,0.226,1.25e-05,0.246,0.779,118.903
220734,False,2010,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021
252226,False,2014,0.659,0.381,2,-5.922,0,0.0304,0.385,0.0,0.0972,0.426,119.844
207560,False,2001,0.582,0.707,10,-4.487,1,0.0319,0.0822,0.0,0.0467,0.701,78.375
298773,True,2004,0.851,0.849,1,-3.383,0,0.0828,0.497,2.05e-06,0.116,0.844,120.014
172800,True,2017,0.88,0.428,9,-8.28,1,0.206,0.149,5.05e-05,0.114,0.333,100.007
185133,False,2004,0.739,0.999,7,-5.077,1,0.0803,0.13,0.00224,0.28,0.501,139.982
223712,True,2018,0.926,0.703,11,-6.337,0,0.103,0.0659,0.0,0.231,0.485,125.022
252653,True,2005,0.64,0.62,1,-5.931,1,0.416,0.016,0.0,0.0831,0.609,129.37
189840,False,2014,0.737,0.723,1,-5.51,0,0.0295,0.0179,0.0,0.0675,0.893,120.003
186080,False,2018,0.755,0.769,10,-5.658,0,0.186,0.314,2.38e-06,0.0628,0.642,114.966
214013,False,2011,0.696,0.893,9,-2.963,1,0.076,0.0662,0.0,0.473,0.573,97.954
266066,True,2004,0.892,0.628,1,-3.832,1,0.216,0.169,0.0,0.102,0.676,92.063
202213,False,2005,0.939,0.498,5,-10.94,0,0.161,0.0444,0.00128,0.0475,0.801,113.053
257066,False,2001,0.874,0.768,6,-4.086,1,0.311,0.0554,0.0,0.041,0.636,106.095
228706,False,2002,0.256,0.788,6,-5.263,0,0.0403,0.0298,0.0,0.707,0.429,80.718
248493,False,2005,0.815,0.662,6,-8.244,1,0.199,0.0915,0.000409,0.0898,0.611,151.518
188371,False,2014,0.645,0.832,2,-5.595,1,0.0294,0.00106,0.00264,0.199,0.375,112.028
187146,False,2017,0.6,0.81,0,-4.749,1,0.0479,0.00683,0.21,0.155,0.298,167.88
222306,False,2012,0.602,0.691,7,-5.197,0,0.051,0.0548,0.0,0.144,0.206,127.967
192190,False,2015,0.688,0.702,7,-4.792,0,0.0499,0.0215,0.0,0.128,0.74,94.006
274213,False,2009,0.623,0.793,11,-6.63,0,0.0462,0.000397,0.0015,0.375,0.36,98.998
245520,False,2007,0.756,0.829,11,-3.973,1,0.0682,0.003,3.46e-05,0.0578,0.504,120.163
228373,False,2018,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17
207120,True,2009,0.661,0.847,10,-6.948,1,0.0404,0.419,8.82e-05,0.107,0.522,134.002
186826,False,2013,0.558,0.924,9,-4.341,0,0.064,0.0271,3.32e-06,0.537,0.567,151.99
196893,True,2006,0.632,0.639,5,-5.938,1,0.0259,0.00143,0.0,0.221,0.733,95.506
266506,True,2001,0.757,0.706,8,-6.665,1,0.203,0.0267,0.0,0.197,0.375,96.976
208330,True,2015,0.703,0.736,4,-5.709,0,0.046,0.186,1.92e-05,0.174,0.274,119.955
212960,False,2014,0.414,0.857,0,-4.078,0,0.0808,0.0287,0.00574,0.343,0.348,128.024
222440,False,2007,0.595,0.844,7,-4.678,1,0.0331,0.0137,0.0,0.234,0.603,127.981
257333,False,2016,0.833,0.515,11,-5.0,0,0.0462,0.347,0.00156,0.116,0.4,97.007
241306,True,2006,0.769,0.609,1,-5.894,1,0.357,0.216,0.0,0.166,0.633,90.951
224840,False,2014,0.773,0.758,1,-4.993,1,0.0381,0.0422,0.0,0.305,0.925,144.033
280680,True,2006,0.405,0.721,1,-6.97,1,0.283,0.329,0.0,0.252,0.815,92.854
199938,True,2014,0.912,0.716,10,-4.141,0,0.0697,0.0904,0.0,0.0491,0.377,94.981
150533,False,2015,0.814,0.923,7,-4.525,1,0.229,0.0154,0.154,0.0862,0.518,127.919
257026,False,2002,0.688,0.538,10,-7.608,1,0.0292,0.504,0.0,0.111,0.27,119.998
276920,True,2009,0.491,0.956,11,-1.538,1,0.392,0.0295,0.0,0.46,0.811,173.585
250080,False,2012,0.61,0.863,5,-2.632,0,0.206,0.186,0.0,0.097,0.508,83.993
190799,False,2019,0.759,0.548,9,-6.049,0,0.029,0.0392,0.0,0.0828,0.749,116.967
347106,False,1999,0.578,0.894,10,-5.42,1,0.0296,0.0103,2.66e-06,0.216,0.741,165.98
261933,False,2000,0.739,0.947,11,-1.916,0,0.0411,0.00916,3.14e-05,0.326,0.766,88.009
218146,True,2018,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801
149546,True,2019,0.829,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,0.388,99.96
213346,False,2001,0.682,0.917,11,-5.459,0,0.0318,0.15,0.0676,0.34,0.79,137.029
263373,True,2010,0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989
238693,False,2010,0.392,0.839,7,-1.921,1,0.193,0.158,0.0,0.3,0.232,168.001
212306,False,2010,0.482,0.829,5,-5.576,1,0.0437,0.00034,0.0,0.378,0.739,147.99
184720,False,2018,0.722,0.738,9,-6.073,0,0.247,0.328,1.47e-05,0.198,0.748,198.075
272394,False,2013,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03
269946,True,2014,0.716,0.67,11,-5.779,1,0.194,0.251,0.0,0.109,0.124,86.01
207400,False,2004,0.795,0.919,9,-3.07,0,0.0835,0.37,0.00863,0.189,0.96,134.079
247413,True,2006,0.744,0.697,11,-5.063,0,0.197,0.0106,0.0,0.0842,0.767,149.28
296586,True,2001,0.921,0.668,7,-8.73,1,0.235,0.0949,0.0,0.592,0.892,131.059
242680,False,2011,0.719,0.847,0,-6.34,0,0.0916,0.00201,0.0204,0.223,0.444,127.963
210580,False,2015,0.513,0.768,4,-4.868,0,0.0587,0.0118,1.94e-05,0.294,0.235,84.264
201707,False,2018,0.708,0.648,6,-5.626,1,0.0449,0.0956,0.0,0.134,0.338,143.955
219159,False,2016,0.818,0.913,4,-3.06,0,0.0426,0.093,3.69e-05,0.161,0.536,119.986
238826,True,2013,0.807,0.702,6,-6.594,0,0.0748,0.307,0.0,0.111,0.447,114.038
236080,True,2006,0.685,0.8,1,-6.564,1,0.298,0.0847,0.0,0.092,0.483,120.226
210680,False,2008,0.632,0.972,3,-2.423,0,0.121,0.121,7.74e-05,0.0317,0.845,87.0
236506,True,2003,0.894,0.404,9,-5.913,0,0.13,0.453,1.57e-06,0.0801,0.759,102.009
200106,True,2019,0.796,0.586,4,-6.946,0,0.147,0.0247,0.0,0.132,0.179,97.981
198973,False,2004,0.548,0.889,9,-4.682,1,0.0382,0.00165,0.00109,0.197,0.425,90.048
242200,False,2009,0.742,0.468,10,-5.557,0,0.0625,0.0465,0.0,0.826,0.369,86.443
220626,False,2011,0.545,0.918,0,-1.925,1,0.0448,0.0571,0.0,0.0415,0.855,117.985
176631,True,2019,0.894,0.511,2,-4.768,1,0.42,0.0251,0.0,0.14,0.568,120.08
263890,False,2013,0.653,0.829,10,-4.783,1,0.0377,0.000739,1.5e-06,0.225,0.545,124.989
218173,False,2015,0.373,0.858,6,-6.536,0,0.0889,0.00407,0.0016,0.256,0.605,120.063
258342,False,2012,0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078
197993,False,2017,0.724,0.804,11,-4.614,0,0.0448,0.124,0.0,0.204,0.306,124.987
211493,True,2001,0.775,0.729,1,-4.229,0,0.162,0.0303,0.00247,0.0361,0.895,104.719
213786,False,2004,0.766,0.851,5,-4.831,1,0.0786,0.00402,0.000744,0.256,0.8,115.012
249293,False,2002,0.649,0.718,7,-4.984,0,0.0594,0.00676,4.26e-06,0.174,0.477,79.993
157293,False,2013,0.489,0.867,4,-3.121,0,0.071,0.025,0.0,0.586,0.409,162.131
359973,True,2019,0.849,0.498,2,-7.872,1,0.272,0.116,4.49e-05,0.268,0.502,92.98
